age,income,score,zipcode,city,extra_data
-0.8346696087410362,0.30229755541592435,-0.39709854395812955,1.1499223190662529,Beverly,-0.0885933515851256
0.9197314796955365,1.5114877770796218,1.3898449038534535,-1.4145775740723574,New York,4.132619282764979
-1.6321246489394785,-1.9433414276737995,-1.7869434478115809,0.20365769991715105,Chicago,-0.0885933515851256
1.7171865198939786,0.8205219361289375,-1.588394175832516,1.2743921177670048,SF,-0.0885933515851256
-0.19670557658228255,-0.561409745772431,0.7941970879162591,0.6092955977122807,Austin,-0.0885933515851256
0.28176744753678273,-0.7341512060101021,-0.9927463598953217,1.2744560632068718,San Francisco,-1.6520054383814604
-0.5156875926616594,-0.043185365059417766,0.19854927197906477,-0.6760077436106648,Miami,-0.5576169776240261
1.2387134957749133,1.338746316841951,1.1912956318743886,-1.6669382525067358,Boston,-0.0885933515851256
-0.9941606167807246,-1.079634126485444,-0.7941970879162569,-0.7655313594242034,Atlanta,-1.18298181234256
0.12227643949709431,0.47503901565359546,-0.19854927197906477,0.7277225523456188,Houston,-0.0885933515851256
-1.3131426328601015,-1.4251170469607863,-1.3898449038534513,-1.0948503747382914,Washington,0.6931126918130418
-0.03721456854259412,-0.21592682529708884,0.39709854395812955,1.4022190520607645,Seattle,-0.0885933515851256
0.4412584555764712,1.1660048566042798,1.5883941758325182,-1.2479357577794423,Pittsburgh,0.38043027445377486
-0.35619658462197096,0.1295560951782533,-0.5956478159371922,-0.19321967261622514,Detroit,-0.7139581863036596
0.7602404716558481,0.9932633963666087,0.5956478159371943,-0.0333241002292587,Milwaukee,-0.4012757689443926
-1.7916156569791668,-1.7705999674361284,-1.9854927197906456,1.3734436041206985,Portland,-0.0885933515851256
-0.6751786007013478,-0.3886682855347599,0.0,-0.35263565420419046,Columbus,-0.870299394983293
1.0792224877352248,1.5978585071984575,0.9927463598953239,0.2831738543915333,St. Louis,1.0057951091723087
-1.1536516248204132,-0.9068926662477731,-1.1912956318743866,0.036983910904302426,Minneapolis,-1.3393230210221936
1.3982045038146018,1.2523755867231152,1.3898449038534535,0.507334593844647,New Orleans,-0.2449345602647591
-0.03721456854259412,-0.561409745772431,-0.7941970879162569,-1.413906146953756,New York,-1.0266406036629265
1.5576955118542901,0.043185365059417766,0.7941970879162591,0.20372164535701787,Chicago,-0.0885933515851256
-1.47263364089979,-1.7705999674361284,0.09927463598953239,-0.7654674139843366,Atlanta,0.06774785709450788
-0.03721456854259412,0.043185365059417766,0.09927463598953239,1.2745200086467385,SF,-0.0885933515851256
0.6007494636161596,0.7341512060101021,0.39709854395812955,0.6106704246694171,Austin,0.8494539004926753
-0.03721456854259412,-0.6477804758912665,-0.39709854395812955,-0.6757519618511976,Miami,0.5367714831334084
-0.03721456854259412,0.043185365059417766,0.09927463598953239,-1.666874307066869,Boston,-0.0885933515851256
1.876677527933667,1.4251170469607863,1.786943447811583,0.7277545250655522,Houston,0.22408906577414137
-0.8346696087410362,0.1295560951782533,0.19854927197906477,-1.0947224838585579,Washington,1.1621363178519424
-0.03721456854259412,0.043185365059417766,0.09927463598953239,1.4024748338202317,Seattle,-0.0885933515851256
